enquiry_id,enquiry_date,planning_area,lead_source,storage_size_band,customer_type,quoted_monthly_price_sgd,converted,churned
ENQ-00333,2025-11-22,Singapore River,Meta Ads,Medium,E-commerce,271.92,0,0
ENQ-00334,2025-03-11,Serangoon,Meta Ads,Small,Student/Expats,190.35,0,0
ENQ-00335,2025-02-25,Tanglin,Meta Ads,Small,SME,181.64,0,0
ENQ-00336,2025-11-27,Clementi,Walk-in,Medium,E-commerce,320.93,0,0
ENQ-00337,2025-03-02,Woodlands,Google Search,Medium,Relocation,263.93,0,0
ENQ-00338,2025-07-06,Boon Lay,Google Search,Medium,Household,266.82,0,1
ENQ-00339,2025-04-24,River Valley,Google Search,Medium,Household,298.09,1,0
ENQ-00340,2025-12-07,Bukit Merah,Google Search,Small,Household,190.72,0,0
ENQ-00341,2025-06-02,Lim Chu Kang,Walk-in,Small,SME,203.81,0,0
ENQ-00342,2025-02-20,Bukit Merah,Meta Ads,Small,SME,182.75,0,0
ENQ-00343,2025-07-08,Orchard,Organic,Medium,SME,329.27,1,0
ENQ-00344,2025-02-28,Sungei Kadut,Google Search,Medium,SME,272.32,0,0
ENQ-00345,2025-04-14,Marine Parade,Partner,Medium,Household,321.71,1,1
ENQ-00346,2025-02-28,North-Eastern Islands,Meta Ads,Medium,Student/Expats,330.67,0,0
ENQ-00347,2025-01-13,Rochor,Google Search,Locker,SME,101.73,0,0
ENQ-00348,2025-10-26,Tuas,Organic,Locker,Household,82.9,0,0
ENQ-00349,2025-11-14,Novena,Walk-in,Medium,SME,310.55,0,0
ENQ-00350,2025-06-28,Downtown Core,Partner,Locker,Student/Expats,102.9,0,0
ENQ-00351,2025-10-03,Rochor,Organic,Small,Household,192.12,0,0
ENQ-00352,2025-01-11,Changi,Google Search,Medium,Household,295.43,1,0
ENQ-00353,2025-02-21,Orchard,Walk-in,Small,SME,169.47,1,1
ENQ-00354,2025-12-26,Singapore River,Google Search,Small,SME,162.92,0,0
ENQ-00355,2025-05-05,Marina East,Google Search,Small,Relocation,202.42,0,0
ENQ-00356,2025-10-05,Tampines,Referral,Small,Household,198.17,1,0
ENQ-00357,2025-05-08,Tuas,Google Search,Locker,SME,91.98,1,0
ENQ-00358,2025-11-09,River Valley,Organic,Medium,Household,274.83,0,0
ENQ-00359,2025-04-16,Jurong East,Meta Ads,Small,SME,206.53,0,0
ENQ-00360,2025-03-23,Woodlands,Referral,Small,SME,192.92,0,0
ENQ-00361,2025-01-18,North-Eastern Islands,Organic,Locker,SME,92.56,0,0
ENQ-00362,2025-08-17,Central Water Catchment,Referral,Small,E-commerce,201.13,0,0
ENQ-00363,2025-10-08,Clementi,Google Search,Medium,Household,322.97,1,0
ENQ-00364,2025-08-25,Bishan,Partner,Small,Student/Expats,187.95,0,0
ENQ-00365,2025-07-25,Bukit Panjang,Walk-in,Small,Relocation,177.19,0,0
ENQ-00366,2025-07-09,Bukit Merah,Google Search,Large,Household,473.81,0,0
ENQ-00367,2025-01-13,Bukit Batok,Google Search,Medium,SME,288.3,1,0
ENQ-00368,2025-09-30,Ang Mo Kio,Walk-in,Small,Household,204.51,0,0
ENQ-00369,2025-07-06,Changi Bay,Meta Ads,Medium,Household,311.93,0,0
ENQ-00370,2025-10-13,Pasir Ris,Organic,Large,E-commerce,509.17,1,1
ENQ-00371,2025-04-22,Sengkang,Partner,Small,SME,202.98,0,0
ENQ-00372,2025-06-29,Singapore River,Walk-in,Small,Student/Expats,206.84,0,0
ENQ-00373,2025-09-22,Novena,Meta Ads,Small,Household,203.17,0,0
ENQ-00374,2025-11-17,Jurong East,Google Search,Medium,Household,302.21,0,0
ENQ-00375,2025-08-01,Outram,Organic,Medium,Relocation,265.8,1,0
ENQ-00376,2025-08-21,Clementi,Organic,Small,Household,176.95,0,0
ENQ-00377,2025-06-05,Pioneer,Google Search,Medium,SME,282.43,0,0
ENQ-00378,2025-03-09,Boon Lay,Organic,Small,Student/Expats,182.5,0,0
ENQ-00379,2025-09-04,Marina East,Google Search,Small,E-commerce,168.4,0,0
ENQ-00380,2025-07-29,Mandai,Walk-in,Large,SME,521.98,0,0
ENQ-00381,2025-05-17,Woodlands,Google Search,Small,E-commerce,177.36,0,0
ENQ-00382,2025-09-07,Bishan,Walk-in,Locker,Household,95.57,0,0
ENQ-00383,2025-01-05,Tampines,Meta Ads,Locker,Relocation,91.4,0,0
ENQ-00384,2025-06-11,Changi Bay,Meta Ads,Medium,Household,282.39,0,0
ENQ-00385,2025-03-07,Tanglin,Organic,Small,Household,199.39,1,0
ENQ-00386,2025-10-21,Newton,Google Search,Medium,Relocation,314.21,0,0
ENQ-00387,2025-03-11,Bukit Merah,Meta Ads,Large,Household,489.75,0,0
ENQ-00388,2025-12-26,Serangoon,Organic,Medium,Student/Expats,284.69,1,0
ENQ-00389,2025-08-25,Bukit Merah,Google Search,Locker,Household,94.16,0,0
ENQ-00390,2025-12-26,Bedok,Referral,Locker,SME,83.32,1,0
ENQ-00391,2025-04-04,Yishun,Organic,Small,Relocation,177.64,1,1
ENQ-00392,2025-10-05,Jurong East,Google Search,Small,SME,187.99,0,0
ENQ-00393,2025-01-22,Pasir Ris,Organic,Small,Household,198.26,0,0
ENQ-00394,2025-06-15,Pasir Ris,Meta Ads,Small,SME,171.96,0,0
ENQ-00395,2025-09-26,Woodlands,Walk-in,Small,Household,167.34,0,0
ENQ-00396,2025-01-26,Tanglin,Google Search,Large,Household,489.23,0,0
ENQ-00397,2025-01-13,Kallang,Referral,Small,Household,196.81,1,0
ENQ-00398,2025-04-10,Marina South,Google Search,Medium,Relocation,284.17,0,0
ENQ-00399,2025-03-06,Western Water Catchment,Referral,Small,E-commerce,186.2,1,0
ENQ-00400,2025-10-23,Bukit Batok,Google Search,Locker,Student/Expats,90.43,1,0
ENQ-00401,2025-09-16,River Valley,Meta Ads,Small,SME,205.12,0,0
ENQ-00402,2025-04-13,Simpang,Organic,Medium,SME,315.55,0,0
ENQ-00403,2025-03-01,Outram,Partner,Small,Student/Expats,162.36,0,0
ENQ-00404,2025-01-04,Simpang,Organic,Medium,SME,279.09,0,0
ENQ-00405,2025-07-31,Geylang,Referral,Small,Student/Expats,199.28,0,0
ENQ-00406,2025-12-03,Bukit Batok,Partner,Medium,Household,319.39,0,0
ENQ-00407,2025-09-04,North-Eastern Islands,Google Search,Small,Relocation,189.16,0,0
ENQ-00408,2025-09-08,Central Water Catchment,Partner,Large,Household,439.61,0,0
ENQ-00409,2025-10-08,Rochor,Organic,Locker,Household,98.04,0,0
ENQ-00410,2025-05-07,Rochor,Partner,Locker,SME,84.67,0,0
ENQ-00411,2025-08-02,Sengkang,Google Search,Large,Household,513.87,0,0
ENQ-00412,2025-09-29,Hougang,Google Search,Medium,Household,303.29,1,0
ENQ-00413,2025-08-27,Changi Bay,Organic,Locker,SME,102.91,0,0
ENQ-00414,2025-03-20,Woodlands,Organic,Small,Student/Expats,186.74,1,0
ENQ-00415,2025-01-17,Lim Chu Kang,Google Search,Small,Household,165.94,1,0
ENQ-00416,2025-06-24,Outram,Google Search,Medium,Household,315.55,1,0
ENQ-00417,2025-10-12,Straits View,Referral,Small,Household,169.26,0,0
ENQ-00418,2025-11-07,Woodlands,Google Search,Locker,Household,89.12,0,0
ENQ-00419,2025-12-22,Bukit Merah,Meta Ads,Medium,Household,278.87,0,0
ENQ-00420,2025-11-25,Boon Lay,Google Search,Small,Household,192.26,0,0
ENQ-00421,2025-02-19,Bukit Batok,Meta Ads,Small,Household,178.22,0,0
ENQ-00422,2025-03-18,Museum,Walk-in,Large,Household,526.39,0,0
ENQ-00423,2025-07-08,Sengkang,Meta Ads,Medium,Relocation,292.49,0,0
ENQ-00424,2025-09-30,Tampines,Google Search,Small,SME,181.33,0,0
ENQ-00425,2025-01-04,Sengkang,Google Search,Medium,SME,295.14,0,0
ENQ-00426,2025-06-30,Changi Bay,Meta Ads,Medium,Household,268.46,0,0
ENQ-00427,2025-11-27,Lim Chu Kang,Partner,Medium,Household,304.08,0,0
ENQ-00428,2025-03-25,Rochor,Google Search,Small,E-commerce,193.16,0,0
ENQ-00429,2025-02-11,Sungei Kadut,Google Search,Small,SME,167.49,0,0
ENQ-00430,2025-06-11,Novena,Organic,Small,SME,167.69,1,0
ENQ-00431,2025-06-25,Museum,Organic,Locker,SME,93.33,1,0
ENQ-00432,2025-02-26,River Valley,Walk-in,Large,Household,480.34,0,0
ENQ-00433,2025-04-20,Geylang,Organic,Locker,SME,101.64,0,0
ENQ-00434,2025-06-22,Marina East,Meta Ads,Small,SME,202.51,0,0
ENQ-00435,2025-05-28,Marina East,Google Search,Large,Household,445.27,1,0
ENQ-00436,2025-08-31,Tuas,Meta Ads,Medium,Household,284.46,0,0
ENQ-00437,2025-02-15,Choa Chu Kang,Meta Ads,Locker,Household,101.66,0,0
ENQ-00438,2025-12-09,Boon Lay,Google Search,Medium,E-commerce,261.0,0,0
ENQ-00439,2025-04-20,Queenstown,Meta Ads,Locker,SME,102.55,0,0
ENQ-00440,2025-04-05,Bukit Panjang,Organic,Small,SME,172.81,1,0
ENQ-00441,2025-04-06,Singapore River,Organic,Locker,Relocation,92.97,0,0
ENQ-00442,2025-07-12,Changi,Organic,Small,Household,184.01,0,0
ENQ-00443,2025-06-10,North-Eastern Islands,Referral,Medium,Household,311.27,0,0
ENQ-00444,2025-08-31,Bukit Batok,Partner,Small,E-commerce,170.4,1,0
ENQ-00445,2025-04-21,Boon Lay,Google Search,Medium,Student/Expats,270.1,0,0
ENQ-00446,2025-10-26,Toa Payoh,Partner,Small,E-commerce,199.46,0,0
ENQ-00447,2025-09-24,Kallang,Google Search,Medium,Student/Expats,297.11,0,0
ENQ-00448,2025-08-08,Southern Islands,Partner,Large,E-commerce,497.98,0,0
ENQ-00449,2025-06-03,Bukit Batok,Walk-in,Medium,Household,299.4,0,0
ENQ-00450,2025-03-30,Jurong West,Walk-in,Medium,Household,306.54,0,0
ENQ-00451,2025-12-14,Hougang,Google Search,Large,Household,481.22,0,0
ENQ-00452,2025-12-19,Outram,Partner,Small,Household,206.9,0,0
ENQ-00453,2025-06-22,Outram,Organic,Locker,Student/Expats,89.71,0,0
ENQ-00454,2025-11-16,Boon Lay,Partner,Medium,Relocation,330.21,1,0
ENQ-00455,2025-11-02,Choa Chu Kang,Google Search,Small,Household,179.63,1,0
ENQ-00456,2025-08-06,Lim Chu Kang,Organic,Small,Household,166.44,1,0
ENQ-00457,2025-09-01,Marina East,Walk-in,Locker,SME,89.92,0,0
ENQ-00458,2025-09-08,Changi Bay,Google Search,Small,SME,204.28,0,0
ENQ-00459,2025-01-30,Bukit Batok,Partner,Locker,Household,99.64,0,0
ENQ-00460,2025-09-10,Choa Chu Kang,Walk-in,Locker,Student/Expats,84.99,0,0
ENQ-00461,2025-01-19,Serangoon,Walk-in,Small,SME,192.25,0,0
ENQ-00462,2025-06-04,Rochor,Google Search,Small,Student/Expats,172.2,0,0
ENQ-00463,2025-06-29,Bedok,Google Search,Locker,Household,85.26,0,0
ENQ-00464,2025-12-30,Newton,Meta Ads,Locker,Student/Expats,94.23,0,0
ENQ-00465,2025-06-21,Serangoon,Organic,Large,Household,415.68,0,0
ENQ-00466,2025-08-12,Pioneer,Referral,Small,SME,170.32,1,0
ENQ-00467,2025-02-22,Mandai,Partner,Small,Household,165.6,0,0
ENQ-00468,2025-09-23,Queenstown,Google Search,Small,Household,179.9,0,0
ENQ-00469,2025-01-08,Clementi,Referral,Medium,Household,265.5,1,0
ENQ-00470,2025-07-14,Jurong West,Walk-in,Medium,SME,264.53,1,1
ENQ-00471,2025-10-05,Sungei Kadut,Google Search,Medium,SME,329.58,0,0
ENQ-00472,2025-11-02,Tanglin,Google Search,Locker,Household,92.67,0,0
ENQ-00473,2025-05-14,Lim Chu Kang,Google Search,Medium,Relocation,288.71,0,0
ENQ-00474,2025-06-28,Yishun,Organic,Small,E-commerce,191.38,0,0
ENQ-00475,2025-11-19,Museum,Walk-in,Large,SME,427.2,0,0
ENQ-00476,2025-04-28,Sembawang,Partner,Medium,Household,269.15,0,0
ENQ-00477,2025-04-24,Jurong West,Meta Ads,Medium,SME,284.56,0,0
ENQ-00478,2025-08-04,Seletar,Walk-in,Small,Household,170.14,0,0
ENQ-00479,2025-12-14,Yishun,Referral,Medium,Household,265.93,1,0
ENQ-00480,2025-04-08,Marina South,Partner,Medium,Household,305.85,0,0
ENQ-00481,2025-06-22,Yishun,Walk-in,Locker,Household,100.79,0,0
ENQ-00482,2025-05-14,Ang Mo Kio,Referral,Small,SME,180.83,0,0
ENQ-00483,2025-08-13,Singapore River,Organic,Medium,Household,277.28,1,0
ENQ-00484,2025-06-19,Bukit Timah,Meta Ads,Small,Household,176.88,0,0
ENQ-00485,2025-03-31,Sengkang,Organic,Small,Household,176.28,0,0
ENQ-00486,2025-01-25,Yishun,Walk-in,Small,Household,172.92,1,0
ENQ-00487,2025-06-17,Bedok,Google Search,Locker,SME,81.7,0,0
ENQ-00488,2025-08-25,Tampines,Google Search,Small,SME,184.25,1,0
ENQ-00489,2025-08-14,Novena,Partner,Medium,E-commerce,282.44,0,0
ENQ-00490,2025-12-02,Newton,Organic,Small,Household,186.98,0,0
ENQ-00491,2025-12-27,Orchard,Google Search,Locker,Household,92.66,1,0
ENQ-00492,2025-11-25,Boon Lay,Meta Ads,Medium,Household,283.39,0,0
ENQ-00493,2025-04-09,Marine Parade,Partner,Medium,E-commerce,319.56,0,0
ENQ-00494,2025-04-19,Bukit Batok,Meta Ads,Medium,Household,264.57,0,0
ENQ-00495,2025-09-24,Tengah,Meta Ads,Small,Household,184.5,0,0
ENQ-00496,2025-11-04,Downtown Core,Walk-in,Small,SME,189.92,0,0
ENQ-00497,2025-07-25,Outram,Google Search,Small,Student/Expats,168.83,0,0
ENQ-00498,2025-05-10,Seletar,Partner,Large,Household,497.5,0,0
ENQ-00499,2025-12-06,Hougang,Organic,Medium,Household,280.51,1,0
ENQ-00500,2025-12-27,Tampines,Walk-in,Small,E-commerce,200.08,1,0
ENQ-00501,2025-01-30,Choa Chu Kang,Referral,Small,Household,166.91,1,0
ENQ-00502,2025-03-24,Boon Lay,Meta Ads,Medium,Household,323.15,0,0
ENQ-00503,2025-08-03,Tampines,Google Search,Medium,Household,309.53,0,0
ENQ-00504,2025-10-11,Museum,Google Search,Medium,Student/Expats,330.05,0,0
ENQ-00505,2025-11-11,Rochor,Organic,Medium,Relocation,323.24,1,0
ENQ-00506,2025-11-08,Clementi,Partner,Medium,SME,283.27,0,0
ENQ-00507,2025-08-18,Novena,Meta Ads,Locker,Household,96.22,0,0
ENQ-00508,2025-07-06,Straits View,Meta Ads,Medium,Household,321.14,0,0
ENQ-00509,2025-09-27,Boon Lay,Organic,Medium,SME,324.75,0,0
ENQ-00510,2025-07-25,Western Water Catchment,Organic,Small,Household,200.81,0,0
ENQ-00511,2025-12-27,Changi Bay,Partner,Locker,Relocation,103.4,0,0
ENQ-00512,2025-03-20,Museum,Referral,Small,Household,181.83,0,0
ENQ-00513,2025-02-07,Tanglin,Referral,Locker,Household,91.15,0,0
ENQ-00514,2025-03-26,Sembawang,Walk-in,Small,E-commerce,200.4,0,0
ENQ-00515,2025-05-10,Novena,Meta Ads,Large,SME,449.83,0,0
ENQ-00516,2025-11-03,Novena,Organic,Locker,Household,85.94,1,0
ENQ-00517,2025-10-05,Serangoon,Meta Ads,Medium,E-commerce,324.52,0,0
ENQ-00518,2025-08-04,Ang Mo Kio,Google Search,Small,Household,195.48,0,0
ENQ-00519,2025-07-07,Marina East,Google Search,Large,Household,435.84,1,0
ENQ-00520,2025-07-01,Punggol,Partner,Small,Household,184.9,0,0
ENQ-00521,2025-10-13,Bukit Timah,Walk-in,Medium,Household,296.03,0,0
ENQ-00522,2025-07-12,Serangoon,Meta Ads,Large,Household,444.71,0,0
ENQ-00523,2025-11-28,Changi Bay,Google Search,Large,Household,517.98,1,0
ENQ-00524,2025-01-24,Central Water Catchment,Organic,Small,Household,164.76,0,0
ENQ-00525,2025-01-22,Outram,Meta Ads,Large,E-commerce,475.76,0,0
ENQ-00526,2025-09-04,Punggol,Partner,Large,Household,511.1,0,0
ENQ-00527,2025-02-26,Queenstown,Google Search,Locker,Student/Expats,99.48,0,0
ENQ-00528,2025-08-07,Bukit Timah,Organic,Medium,Household,296.01,0,0
ENQ-00529,2025-03-15,Marina East,Meta Ads,Small,Household,206.14,0,0
ENQ-00530,2025-10-29,Museum,Organic,Large,E-commerce,482.11,0,0
ENQ-00531,2025-05-20,Pasir Ris,Partner,Medium,E-commerce,272.29,0,0
ENQ-00532,2025-02-14,Punggol,Google Search,Small,Relocation,173.74,0,0
ENQ-00533,2025-04-19,Marina East,Meta Ads,Medium,Household,297.52,0,0
ENQ-00534,2025-04-29,Southern Islands,Meta Ads,Small,Household,190.29,0,0
ENQ-00535,2025-05-31,Sungei Kadut,Meta Ads,Medium,Student/Expats,328.0,0,0
ENQ-00536,2025-08-12,Boon Lay,Meta Ads,Large,SME,493.21,0,0
ENQ-00537,2025-03-15,Newton,Referral,Large,SME,521.29,0,0
ENQ-00538,2025-10-11,Woodlands,Meta Ads,Small,Household,170.11,1,0
ENQ-00539,2025-03-30,Marine Parade,Meta Ads,Medium,Household,283.92,1,0
ENQ-00540,2025-04-27,Lim Chu Kang,Google Search,Small,Household,175.41,1,0
ENQ-00541,2025-12-18,Bedok,Organic,Small,Household,203.67,1,0
ENQ-00542,2025-07-22,Tuas,Organic,Small,Household,165.64,0,0
ENQ-00543,2025-04-11,Sembawang,Walk-in,Medium,Household,269.33,1,0
ENQ-00544,2025-04-17,Changi Bay,Referral,Locker,Household,85.87,0,0
ENQ-00545,2025-08-05,Toa Payoh,Partner,Medium,Household,321.13,0,0
ENQ-00546,2025-09-30,Queenstown,Organic,Small,Household,194.63,0,0
ENQ-00547,2025-11-04,Clementi,Organic,Medium,SME,300.48,1,0
ENQ-00548,2025-02-18,Ang Mo Kio,Organic,Locker,Household,94.13,0,0
ENQ-00549,2025-12-02,Sembawang,Google Search,Medium,Household,304.24,0,0
ENQ-00550,2025-03-04,Sembawang,Organic,Locker,SME,94.8,0,0
ENQ-00551,2025-02-13,Toa Payoh,Meta Ads,Small,SME,192.0,0,0
ENQ-00552,2025-03-07,Tuas,Organic,Locker,Household,89.72,1,0
ENQ-00553,2025-07-06,Sembawang,Meta Ads,Large,SME,512.39,0,0
ENQ-00554,2025-08-26,Simpang,Google Search,Locker,Student/Expats,88.38,0,0
ENQ-00555,2025-03-12,Bukit Timah,Google Search,Medium,SME,322.73,1,0
ENQ-00556,2025-01-11,Bukit Merah,Meta Ads,Small,Student/Expats,197.51,1,0
ENQ-00557,2025-01-17,Bukit Panjang,Meta Ads,Small,E-commerce,193.7,0,0
ENQ-00558,2025-01-14,Kallang,Google Search,Medium,Household,299.59,0,0
ENQ-00559,2025-08-11,Bishan,Partner,Small,SME,169.48,0,0
ENQ-00560,2025-12-04,Bukit Batok,Meta Ads,Medium,Relocation,303.9,0,0
ENQ-00561,2025-11-25,Jurong East,Google Search,Small,Household,194.76,0,0
ENQ-00562,2025-12-28,Marina East,Organic,Small,SME,174.45,0,0
ENQ-00563,2025-01-20,Pioneer,Organic,Large,SME,498.77,1,0
ENQ-00564,2025-11-26,Simpang,Referral,Large,Household,499.18,0,0
ENQ-00565,2025-09-05,Clementi,Organic,Locker,Household,91.7,0,0
ENQ-00566,2025-12-18,Boon Lay,Google Search,Medium,Household,321.03,0,0
ENQ-00567,2025-11-27,Tanglin,Organic,Medium,Household,288.76,0,0
ENQ-00568,2025-08-01,Newton,Organic,Small,Household,189.75,0,0
ENQ-00569,2025-04-20,Punggol,Walk-in,Small,SME,172.41,0,0
ENQ-00570,2025-07-05,Bedok,Organic,Medium,SME,298.5,0,0
ENQ-00571,2025-10-02,Rochor,Google Search,Small,Household,166.3,0,0
ENQ-00572,2025-02-26,Punggol,Google Search,Medium,Household,284.01,0,0
ENQ-00573,2025-04-18,Jurong East,Partner,Large,Household,423.17,0,0
ENQ-00574,2025-07-23,Tampines,Meta Ads,Locker,SME,90.14,0,0
ENQ-00575,2025-11-04,Geylang,Organic,Medium,Household,275.63,0,0
ENQ-00576,2025-12-21,Orchard,Meta Ads,Small,Household,183.34,0,0
ENQ-00577,2025-05-31,Straits View,Google Search,Small,Household,206.31,1,0
ENQ-00578,2025-07-08,Novena,Meta Ads,Large,Student/Expats,450.56,1,0
ENQ-00579,2025-12-19,North-Eastern Islands,Walk-in,Locker,SME,89.73,0,0
ENQ-00580,2025-08-14,Changi,Partner,Medium,Relocation,287.35,0,0
ENQ-00581,2025-03-12,Newton,Walk-in,Medium,E-commerce,275.85,0,0
ENQ-00582,2025-08-09,Bukit Merah,Organic,Small,Household,206.23,0,0
ENQ-00583,2025-08-03,Tanglin,Organic,Small,E-commerce,201.13,1,0
ENQ-00584,2025-04-15,Museum,Google Search,Medium,SME,278.58,0,0
ENQ-00585,2025-03-10,Boon Lay,Partner,Small,Household,167.32,0,0
ENQ-00586,2025-06-19,Changi,Organic,Medium,Household,318.69,1,0
ENQ-00587,2025-07-18,Bukit Batok,Google Search,Small,Relocation,197.88,0,0
ENQ-00588,2025-02-20,North-Eastern Islands,Referral,Small,Student/Expats,178.19,0,0
ENQ-00589,2025-07-14,Woodlands,Meta Ads,Medium,Household,295.84,1,0
ENQ-00590,2025-12-17,Bukit Batok,Google Search,Medium,Household,265.51,0,0
ENQ-00591,2025-05-25,Sengkang,Organic,Small,Student/Expats,170.67,1,0
ENQ-00592,2025-01-19,Boon Lay,Google Search,Small,Household,176.97,0,0
ENQ-00593,2025-02-11,Geylang,Organic,Small,Household,173.46,0,0
ENQ-00594,2025-07-12,Sengkang,Google Search,Medium,Household,263.85,1,0
ENQ-00595,2025-11-04,River Valley,Google Search,Medium,Household,317.8,1,0
ENQ-00596,2025-08-09,Newton,Google Search,Medium,Relocation,297.95,0,0
ENQ-00597,2025-01-21,Woodlands,Walk-in,Large,Household,419.81,0,0
ENQ-00598,2025-04-30,Bukit Merah,Walk-in,Small,Household,199.06,0,0
ENQ-00599,2025-10-04,Mandai,Meta Ads,Small,Household,178.1,1,1
ENQ-00600,2025-04-19,Simpang,Meta Ads,Medium,Household,289.49,0,0
ENQ-00601,2025-12-03,Downtown Core,Partner,Medium,Relocation,302.34,0,0
ENQ-00602,2025-01-17,Downtown Core,Meta Ads,Locker,SME,97.85,0,0
ENQ-00603,2025-03-22,Choa Chu Kang,Google Search,Large,Household,428.86,1,0
ENQ-00604,2025-07-15,Outram,Referral,Medium,SME,332.8,0,0
ENQ-00605,2025-07-22,Tampines,Organic,Locker,Household,90.72,0,0
ENQ-00606,2025-08-02,Marina South,Meta Ads,Medium,Household,274.59,0,0
ENQ-00607,2025-04-13,Orchard,Walk-in,Small,Household,187.7,0,0
ENQ-00608,2025-03-23,Outram,Meta Ads,Medium,SME,287.97,1,0
ENQ-00609,2025-07-20,Downtown Core,Walk-in,Small,Relocation,173.14,0,0
ENQ-00610,2025-07-23,Sembawang,Google Search,Locker,Household,83.69,0,0
ENQ-00611,2025-03-29,Marine Parade,Google Search,Locker,E-commerce,102.34,0,1
ENQ-00612,2025-12-25,Jurong East,Referral,Small,Household,206.25,1,0
ENQ-00613,2025-09-09,River Valley,Google Search,Small,SME,184.14,0,0
ENQ-00614,2025-02-13,Museum,Organic,Medium,E-commerce,283.45,0,0
ENQ-00615,2025-03-08,Bukit Timah,Google Search,Locker,SME,86.71,0,0
ENQ-00616,2025-01-17,Tampines,Meta Ads,Small,E-commerce,162.33,0,0
ENQ-00617,2025-01-04,Southern Islands,Organic,Medium,Household,282.99,0,0
ENQ-00618,2025-10-23,Simpang,Google Search,Locker,E-commerce,95.5,1,0
ENQ-00619,2025-09-15,Pasir Ris,Organic,Locker,Household,96.6,0,0
ENQ-00620,2025-08-15,Bishan,Walk-in,Medium,Relocation,322.75,1,0
ENQ-00621,2025-09-25,Seletar,Organic,Small,Household,181.4,0,1
ENQ-00622,2025-08-06,Bukit Merah,Referral,Medium,Student/Expats,306.8,0,0
ENQ-00623,2025-08-25,Hougang,Google Search,Small,Household,184.69,0,0
ENQ-00624,2025-07-18,Tanglin,Google Search,Small,Household,175.69,0,0
ENQ-00625,2025-12-06,Serangoon,Meta Ads,Locker,SME,93.99,0,0
ENQ-00626,2025-05-13,Changi Bay,Google Search,Locker,SME,90.79,0,0
ENQ-00627,2025-05-03,Mandai,Google Search,Medium,E-commerce,268.56,1,0
ENQ-00628,2025-06-18,Rochor,Organic,Small,Student/Expats,167.81,0,0
ENQ-00629,2025-11-10,Rochor,Organic,Medium,Household,326.21,1,0
ENQ-00630,2025-08-14,Yishun,Referral,Large,Household,479.8,0,0
ENQ-00631,2025-02-08,Bukit Timah,Google Search,Large,Household,521.03,1,0
ENQ-00632,2025-01-21,Woodlands,Google Search,Small,Household,166.13,0,0
ENQ-00633,2025-10-18,Marina South,Walk-in,Medium,Relocation,292.84,1,0
ENQ-00634,2025-05-06,Punggol,Google Search,Medium,Household,291.95,0,0
ENQ-00635,2025-04-24,Geylang,Google Search,Small,SME,205.77,0,0
ENQ-00636,2025-08-06,Changi,Meta Ads,Medium,SME,280.44,0,0
ENQ-00637,2025-09-14,Novena,Meta Ads,Locker,Household,102.89,0,0
ENQ-00638,2025-06-04,Bedok,Organic,Medium,Household,321.82,0,0
ENQ-00639,2025-07-18,Tengah,Walk-in,Small,Household,198.92,0,0
ENQ-00640,2025-01-31,Changi,Partner,Medium,SME,310.57,0,0
ENQ-00641,2025-03-25,Marina East,Walk-in,Small,Household,179.85,1,0
ENQ-00642,2025-06-15,North-Eastern Islands,Referral,Small,Relocation,174.78,0,0
ENQ-00643,2025-11-01,Outram,Meta Ads,Medium,SME,309.95,0,0
ENQ-00644,2025-02-27,Woodlands,Meta Ads,Locker,SME,102.66,0,0
ENQ-00645,2025-01-06,Bishan,Meta Ads,Medium,SME,311.99,0,0
ENQ-00646,2025-04-13,Straits View,Google Search,Large,Household,463.68,1,0
ENQ-00647,2025-09-16,Sungei Kadut,Google Search,Medium,Household,296.84,0,0
ENQ-00648,2025-02-04,Geylang,Google Search,Large,Household,500.68,0,0
ENQ-00649,2025-09-06,Marine Parade,Referral,Small,Student/Expats,203.02,0,0
ENQ-00650,2025-04-13,Hougang,Meta Ads,Large,Household,466.65,0,0
ENQ-00651,2025-12-23,Newton,Partner,Large,Household,439.65,0,0
ENQ-00652,2025-01-28,Orchard,Google Search,Small,Household,198.82,0,0
ENQ-00653,2025-11-10,Novena,Organic,Small,Household,182.36,0,0
ENQ-00654,2025-06-13,Marina East,Google Search,Locker,Household,83.8,0,0
ENQ-00655,2025-10-27,Marina East,Google Search,Medium,Household,294.03,0,0
ENQ-00656,2025-02-18,Downtown Core,Partner,Locker,SME,103.05,0,0
ENQ-00657,2025-01-02,Changi Bay,Walk-in,Locker,E-commerce,89.61,0,0
ENQ-00658,2025-12-21,Jurong East,Organic,Medium,Household,329.19,0,0
ENQ-00659,2025-04-10,Central Water Catchment,Google Search,Medium,Household,272.79,0,0
ENQ-00660,2025-06-06,Mandai,Organic,Medium,Household,267.93,0,0
